popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
43,397320,0.308,0.351,-8.806,0.0278,0.0419,1.89e-05,0.314,0.125,144.108,world-music
55,217866,0.552,0.883,-4.912,0.0409,0.00601,0.0,0.102,0.737,142.015,world-music
49,238786,0.38,0.799,-4.128,0.0299,0.0818,0.0,0.108,0.407,179.848,world-music
44,277272,0.377,0.412,-7.579,0.0255,0.222,0.0,0.118,0.261,76.009,world-music
32,344963,0.386,0.115,-17.686,0.0314,0.985,0.888,0.149,0.12,103.936,world-music
43,250313,0.512,0.87,-6.745,0.0626,0.000829,0.0,0.945,0.309,115.942,world-music
44,522126,0.321,0.41,-9.671,0.0294,0.0397,2.7e-06,0.0917,0.0692,146.124,world-music
56,221333,0.461,0.802,-4.448,0.0325,0.112,0.0,0.116,0.342,144.518,world-music
54,266946,0.515,0.648,-6.035,0.0358,0.00826,0.0,0.0968,0.357,134.937,world-music
34,265373,0.487,0.895,-5.061,0.0413,0.000183,0.0,0.359,0.384,105.021,world-music
47,451946,0.285,0.438,-10.007,0.0316,0.0563,0.000239,0.987,0.155,141.822,world-music
47,287434,0.534,0.763,-6.348,0.0304,0.00285,0.0,0.0655,0.634,109.971,world-music
46,273183,0.559,0.413,-9.166,0.029,0.134,0.0,0.0967,0.385,125.976,world-music
54,339480,0.368,0.531,-6.553,0.0317,0.0298,0.0,0.639,0.166,133.962,world-music
47,227026,0.204,0.551,-7.447,0.0331,0.046,0.0,0.161,0.142,153.285,world-music
50,247294,0.405,0.532,-7.063,0.0289,0.00788,0.0,0.0792,0.27,157.95,world-music
52,173500,0.695,0.568,-8.636,0.17,0.0684,6.92e-06,0.307,0.342,99.997,world-music
54,322326,0.394,0.56,-6.925,0.0281,0.00162,0.000582,0.107,0.107,138.057,world-music
51,251303,0.373,0.0851,-10.6,0.0312,0.92,0.0,0.108,0.28,75.232,world-music
49,230093,0.453,0.729,-4.767,0.0462,0.00775,0.0,0.12,0.413,144.031,world-music
52,261360,0.479,0.614,-9.055,0.0364,0.0995,0.0,0.104,0.154,90.997,world-music
48,227573,0.506,0.89,-5.862,0.0434,0.00263,0.0,0.98,0.457,139.96,world-music
51,323946,0.475,0.385,-9.966,0.028,0.386,0.00348,0.0968,0.0845,99.997,world-music
45,373271,0.508,0.51,-7.485,0.0281,0.144,0.0,0.68,0.0905,113.046,world-music
40,264160,0.44,0.566,-7.451,0.033,0.214,0.0,0.0657,0.338,146.97,world-music
51,233720,0.498,0.89,-4.607,0.0486,0.00078,0.0,0.0924,0.392,100.956,world-music
53,213730,0.194,0.324,-12.412,0.0338,0.902,0.196,0.109,0.157,169.758,world-music
45,348485,0.304,0.674,-6.012,0.039,0.0506,0.000218,0.548,0.163,148.039,world-music
53,225187,0.509,0.871,-5.855,0.0519,0.00837,0.0,0.124,0.351,80.008,world-music
46,377626,0.498,0.103,-13.925,0.0317,0.879,0.0,0.106,0.108,134.852,world-music
44,269546,0.349,0.242,-9.713,0.028,0.763,1.12e-06,0.218,0.0749,134.114,world-music
48,422135,0.45,0.434,-9.544,0.0295,0.148,0.0,0.0697,0.143,139.93,world-music
39,373186,0.34,0.842,-4.558,0.0523,0.00714,0.0,0.157,0.163,151.937,world-music
45,299786,0.436,0.408,-7.913,0.0282,0.236,0.0,0.107,0.281,135.832,world-music
42,257240,0.317,0.27,-9.204,0.0298,0.796,7.77e-06,0.186,0.197,137.401,world-music
53,213653,0.656,0.561,-5.626,0.0495,0.276,0.0,0.143,0.469,143.962,world-music
47,306013,0.459,0.712,-4.721,0.0337,0.148,0.0,0.0895,0.349,151.945,world-music
45,227220,0.433,0.92,-5.111,0.103,0.01,0.0,0.479,0.193,127.882,world-music
48,157337,0.405,0.134,-11.84,0.0292,0.954,0.000203,0.0681,0.28,80.007,world-music
41,234728,0.552,0.85,-4.086,0.0297,0.00234,5.18e-05,0.227,0.307,106.887,world-music
45,533160,0.394,0.639,-6.847,0.0307,0.38,0.000181,0.206,0.12,137.034,world-music
47,443400,0.417,0.395,-9.227,0.029,0.78,0.0179,0.252,0.0811,137.78,world-music
31,62563,0.136,0.863,-28.098,0.0699,0.545,0.923,0.504,0.00766,142.748,world-music
44,293733,0.448,0.895,-4.265,0.0886,0.00413,0.0,0.0752,0.205,130.078,world-music
52,245738,0.44,0.778,-5.161,0.0472,0.0167,0.0,0.097,0.231,160.054,world-music
54,326613,0.408,0.544,-8.28,0.0305,0.0307,0.0,0.958,0.0907,74.994,world-music
40,239973,0.599,0.647,-5.846,0.0257,0.395,0.0,0.129,0.52,141.93,world-music
46,335973,0.365,0.51,-8.067,0.0276,0.229,1.73e-06,0.554,0.13,139.854,world-music
31,199266,0.712,0.368,-8.972,0.0312,0.848,5.38e-06,0.149,0.411,120.051,world-music
51,223000,0.495,0.911,-3.764,0.0454,0.246,0.0,0.138,0.615,164.047,world-music
46,280960,0.37,0.249,-10.077,0.0312,0.415,2.72e-06,0.0726,0.151,135.934,world-music
49,258440,0.466,0.575,-8.053,0.0306,0.094,0.000116,0.0892,0.255,141.954,world-music
41,260519,0.524,0.697,-4.683,0.0303,0.121,0.0,0.102,0.24,95.95,world-music
54,372150,0.276,0.54,-7.566,0.0352,0.00823,0.0,0.929,0.0965,159.749,world-music
30,172148,0.138,0.00738,-33.578,0.0593,0.988,0.699,0.101,0.163,143.868,world-music
47,254800,0.46,0.326,-11.081,0.026,0.627,1.41e-05,0.704,0.265,72.053,world-music
56,288640,0.21,0.58,-8.751,0.0359,0.0339,0.000105,0.13,0.118,143.753,world-music
44,402973,0.262,0.516,-7.225,0.0376,0.394,0.0,0.107,0.177,135.789,world-music
48,278013,0.433,0.542,-5.589,0.0264,0.157,6.56e-05,0.12,0.158,83.938,world-music
34,265373,0.487,0.895,-5.061,0.0413,0.000183,0.0,0.359,0.384,105.021,world-music
42,280160,0.34,0.81,-5.567,0.0365,0.0165,6.92e-06,0.21,0.104,157.972,world-music
50,452013,0.437,0.735,-6.606,0.0301,0.00206,2.15e-05,0.701,0.145,98.923,world-music
43,277306,0.219,0.771,-5.047,0.0544,0.115,0.0,0.113,0.272,157.76,world-music
43,248241,0.575,0.871,-4.408,0.0332,0.00312,0.0,0.364,0.517,119.987,world-music
46,207413,0.67,0.822,-6.227,0.0379,0.00201,1.15e-06,0.0915,0.348,124.09,world-music
53,184103,0.492,0.429,-8.126,0.0392,0.0368,0.000164,0.0887,0.0981,159.746,world-music
48,205738,0.675,0.375,-8.985,0.045,0.542,2.5e-06,0.0952,0.187,134.027,world-music
52,459466,0.323,0.467,-7.282,0.0334,0.221,0.0,0.115,0.0626,139.506,world-music
49,217373,0.577,0.224,-11.479,0.035,0.867,0.0,0.112,0.53,153.758,world-music
44,280477,0.363,0.638,-6.088,0.0303,0.0142,0.0,0.722,0.136,170.088,world-music
44,316548,0.552,0.71,-8.619,0.0298,0.00215,2.73e-06,0.182,0.445,115.975,world-music
30,476420,0.401,0.668,-8.731,0.0404,0.0224,0.0,0.122,0.277,75.995,world-music
55,227013,0.64,0.469,-8.718,0.0412,0.00758,0.000453,0.0711,0.305,90.001,world-music
47,318160,0.557,0.41,-10.323,0.0264,0.0918,0.0,0.165,0.0945,97.023,world-music
53,248854,0.411,0.706,-7.321,0.0372,0.0126,0.0,0.149,0.274,144.049,world-music
45,202240,0.515,0.841,-3.753,0.0382,0.266,0.0,0.259,0.82,156.061,world-music
42,356285,0.52,0.344,-10.132,0.0243,0.0173,0.00467,0.0856,0.0825,77.968,world-music
43,218266,0.364,0.864,-5.742,0.0704,0.0305,0.0,0.979,0.394,104.992,world-music
54,366160,0.422,0.672,-6.629,0.0333,0.0163,0.00203,0.108,0.342,137.933,world-music
41,394626,0.441,0.423,-9.573,0.0291,0.179,0.0,0.0639,0.103,73.9,world-music
49,304853,0.442,0.458,-7.875,0.0259,0.0979,0.0,0.187,0.139,153.991,world-music
44,273866,0.383,0.351,-9.385,0.0298,0.594,1.18e-06,0.942,0.192,135.582,world-music
48,252149,0.561,0.925,-5.77,0.0566,0.000184,0.0119,0.606,0.614,126.019,world-music
54,305768,0.414,0.25,-11.802,0.029,0.776,0.0,0.0886,0.25,148.402,world-music
43,428567,0.402,0.411,-8.46,0.0303,0.049,0.0,0.106,0.11,140.132,world-music
49,412227,0.414,0.679,-7.806,0.0427,0.0184,0.0,0.0895,0.183,138.149,world-music
1,206165,0.219,0.281,-9.79,0.0322,0.796,0.0,0.0773,0.301,183.446,world-music
1,181143,0.226,0.279,-8.73,0.0299,0.738,0.0,0.141,0.354,183.6,world-music
29,120000,0.254,0.00147,-27.251,0.0533,0.996,0.999,0.119,0.0251,35.79,world-music
1,250859,0.226,0.388,-8.44,0.0314,0.535,0.0,0.103,0.158,114.126,world-music
44,274386,0.286,0.498,-7.77,0.0296,0.0751,0.0,0.106,0.227,142.516,world-music
45,279933,0.275,0.538,-7.42,0.0372,0.029,0.0,0.673,0.101,145.685,world-music
47,246573,0.376,0.733,-3.825,0.0311,7.17e-06,0.0,0.075,0.264,144.059,world-music
40,302093,0.454,0.396,-11.462,0.0242,0.0431,1.83e-05,0.645,0.255,80.784,world-music
43,343893,0.172,0.599,-7.63,0.0332,0.188,0.00019,0.339,0.0687,83.016,world-music
1,231873,0.392,0.285,-11.236,0.0309,0.694,0.0,0.11,0.212,70.792,world-music
30,405306,0.459,0.76,-7.419,0.0414,0.00603,1.78e-05,0.0669,0.0587,146.064,world-music
41,289480,0.405,0.581,-5.499,0.031,0.232,0.0,0.332,0.18,77.217,world-music
47,308066,0.453,0.704,-4.62,0.0351,0.226,0.0,0.118,0.271,144.004,world-music
43,215399,0.532,0.726,-4.474,0.0296,0.0199,3.1e-06,0.099,0.404,89.971,world-music
39,213013,0.572,0.786,-3.628,0.0442,0.0166,0.0,0.0378,0.381,87.991,world-music
48,303653,0.507,0.848,-5.571,0.0304,0.00402,5.54e-06,0.101,0.343,105.019,world-music
40,219560,0.468,0.157,-11.996,0.031,0.837,0.0,0.191,0.356,135.415,world-music
38,247800,0.258,0.677,-5.258,0.0366,0.00836,0.0,0.0904,0.144,111.874,world-music
29,1457998,0.144,0.0389,-27.084,0.0463,0.985,0.688,0.096,0.0334,77.219,world-music
52,400897,0.448,0.795,-7.069,0.0585,0.0013,4.52e-06,0.197,0.133,150.017,world-music
46,304813,0.386,0.67,-6.817,0.0387,0.087,0.0,0.107,0.214,143.842,world-music
46,520053,0.241,0.912,-5.751,0.0765,0.000655,0.00207,0.717,0.149,143.989,world-music
45,196021,0.42,0.257,-11.963,0.029,0.775,2.62e-06,0.106,0.121,92.228,world-music
44,368506,0.35,0.537,-8.012,0.0311,0.00744,0.0,0.831,0.123,137.92,world-music
56,234560,0.156,0.739,-6.062,0.0436,0.0462,0.0,0.158,0.186,73.354,world-music
30,394466,0.36,0.558,-6.479,0.0339,0.0735,1.51e-05,0.138,0.0931,139.676,world-music
47,340826,0.455,0.715,-5.614,0.0259,0.0998,4.78e-06,0.897,0.342,76.494,world-music
55,257959,0.456,0.508,-14.339,0.0402,0.0218,0.0,0.237,0.553,133.965,world-music
43,238493,0.437,0.357,-12.497,0.0281,0.49,0.00633,0.0937,0.132,127.949,world-music
49,630228,0.388,0.554,-8.562,0.0318,0.0131,0.00768,0.0794,0.14,135.078,world-music
48,261519,0.487,0.15,-10.057,0.0402,0.912,0.0,0.11,0.222,117.995,world-music
55,510726,0.274,0.573,-7.881,0.0391,0.0604,1.2e-06,0.537,0.223,126.319,world-music
38,344200,0.47,0.693,-5.803,0.0443,0.153,0.0,0.115,0.115,129.139,world-music
34,249160,0.441,0.745,-4.279,0.0315,0.0105,0.0,0.199,0.298,76.994,world-music
38,283066,0.546,0.708,-6.406,0.0335,0.0288,0.0,0.133,0.371,121.994,world-music
44,405173,0.218,0.573,-6.748,0.0346,0.0102,0.0,0.159,0.125,138.447,world-music
52,238546,0.442,0.532,-6.085,0.0352,0.0191,0.0,0.104,0.243,147.735,world-music
50,277173,0.546,0.9,-5.571,0.0408,0.000459,4.33e-06,0.318,0.279,118.008,world-music
40,270560,0.303,0.685,-6.018,0.0409,0.0834,0.0,0.14,0.248,155.862,world-music
52,391053,0.541,0.841,-5.29,0.0421,0.000179,0.0,0.938,0.277,124.005,world-music
53,197320,0.396,0.671,-6.953,0.0351,0.0984,0.0,0.0844,0.257,156.072,world-music
40,364053,0.358,0.741,-6.633,0.0613,0.000167,1.45e-06,0.555,0.0752,121.133,world-music
56,265377,0.261,0.179,-10.423,0.0368,0.848,0.0,0.113,0.229,77.473,world-music
26,293720,0.329,0.518,-7.715,0.0286,0.0749,0.0278,0.149,0.187,166.115,world-music
29,366893,0.501,0.641,-7.683,0.0265,0.00111,1.26e-06,0.0686,0.281,142.062,world-music
49,256782,0.363,0.525,-6.234,0.0385,0.0844,0.0,0.0777,0.164,143.918,world-music
41,275491,0.464,0.549,-6.19,0.0322,0.466,0.0,0.0616,0.0505,142.029,world-music
38,227600,0.714,0.743,-3.494,0.0464,0.00168,2.81e-05,0.064,0.683,131.997,world-music
42,349000,0.399,0.461,-9.841,0.0283,0.0449,1.41e-05,0.352,0.208,143.997,world-music
49,471213,0.449,0.684,-5.195,0.0362,0.0377,0.0,0.717,0.156,100.029,world-music
50,455362,0.49,0.565,-10.45,0.0327,0.0743,6.88e-06,0.119,0.271,142.047,world-music
43,313133,0.319,0.72,-7.452,0.042,0.000372,0.0,0.453,0.36,136.816,world-music
46,293106,0.401,0.683,-5.722,0.0401,0.181,0.0,0.0837,0.226,135.951,world-music
53,218106,0.616,0.641,-6.696,0.0354,0.0104,0.0,0.0813,0.134,107.979,world-music
41,376866,0.389,0.744,-6.983,0.0359,0.0782,1.23e-05,0.174,0.114,152.791,world-music
48,202383,0.518,0.391,-11.55,0.098,0.0711,9.51e-05,0.0845,0.253,147.989,world-music
27,128000,0.0,0.188,-25.837,0.0,0.139,0.339,0.122,0.0,0.0,world-music
43,217893,0.58,0.654,-4.0,0.0262,0.0517,0.0,0.147,0.526,93.979,world-music
46,400800,0.323,0.34,-11.013,0.0308,0.477,6.67e-05,0.622,0.0983,135.842,world-music
28,264906,0.553,0.604,-6.67,0.0366,0.0341,0.0,0.106,0.114,108.055,world-music
28,97581,0.161,0.897,-22.398,0.0804,0.00163,0.92,0.863,0.0247,110.367,world-music
45,243200,0.595,0.928,-3.539,0.0679,0.000354,0.0,0.955,0.569,124.018,world-music
44,290633,0.538,0.797,-6.794,0.0568,0.014,0.0,0.0966,0.21,137.036,world-music
47,252920,0.276,0.228,-11.879,0.0291,0.876,0.0,0.0763,0.156,64.91,world-music
44,213879,0.569,0.914,-5.596,0.0606,0.00311,0.0,0.821,0.473,114.0,world-music
28,162565,0.17,0.0401,-31.853,0.0508,0.918,0.884,0.0889,0.0356,124.52,world-music
44,243053,0.56,0.598,-6.016,0.0259,0.104,0.0,0.347,0.353,110.029,world-music
47,311122,0.245,0.326,-8.735,0.0324,0.654,3.53e-06,0.121,0.163,122.006,world-music
42,276746,0.527,0.929,-3.473,0.0451,0.0164,0.0,0.1,0.543,119.985,world-music
45,331082,0.308,0.435,-8.738,0.0311,0.0896,0.0,0.112,0.0794,135.842,world-music
44,326960,0.554,0.705,-5.939,0.0404,0.0174,2.21e-05,0.121,0.133,118.008,world-music
44,252533,0.467,0.708,-4.149,0.0269,0.000992,0.0,0.238,0.422,83.954,world-music
52,456000,0.44,0.702,-6.759,0.0325,0.0197,3.79e-05,0.109,0.295,143.99,world-music
52,287611,0.255,0.674,-7.147,0.0474,0.166,0.0,0.624,0.184,136.101,world-music
28,314000,0.41,0.107,-17.474,0.0328,0.974,0.774,0.078,0.0712,64.018,world-music
43,290933,0.471,0.688,-6.55,0.0322,0.085,0.0,0.351,0.503,77.13,world-music
29,239093,0.62,0.9,-4.158,0.0365,0.00332,0.0,0.0118,0.706,129.999,world-music
52,234826,0.529,0.791,-6.234,0.0629,0.00161,1.68e-06,0.336,0.561,86.023,world-music
41,318226,0.44,0.696,-7.034,0.0329,0.0149,6.85e-06,0.137,0.168,79.967,world-music
44,254946,0.531,0.673,-4.753,0.0325,0.000362,0.0,0.462,0.261,130.997,world-music
35,184560,0.463,0.961,-3.173,0.111,0.00412,0.0088,0.431,0.535,134.005,world-music
45,298546,0.448,0.399,-8.303,0.0313,0.579,0.0,0.0762,0.12,73.959,world-music
57,75969,0.337,0.28,-18.646,0.0384,0.987,0.882,0.0851,0.0824,140.004,world-music
43,448573,0.432,0.509,-5.716,0.0298,0.0862,1.13e-06,0.721,0.242,139.954,world-music
54,633462,0.355,0.734,-8.221,0.0509,0.00177,0.0,0.0965,0.237,143.964,world-music
50,222186,0.518,0.797,-6.116,0.0418,0.000906,0.0,0.105,0.607,157.913,world-music
49,273960,0.391,0.246,-9.214,0.0271,0.85,0.0,0.0893,0.118,71.616,world-music
50,269786,0.408,0.75,-7.278,0.0352,0.00249,3.66e-05,0.086,0.258,160.141,world-music
44,251106,0.389,0.719,-4.264,0.0431,0.00875,0.0,0.0886,0.316,150.011,world-music
43,251546,0.434,0.614,-6.35,0.0432,0.0411,0.0,0.197,0.196,141.99,world-music
37,235880,0.261,0.265,-9.515,0.0327,0.726,0.0,0.673,0.134,84.344,world-music
43,296706,0.486,0.385,-7.338,0.0261,0.32,0.0,0.109,0.222,78.03,world-music
48,293802,0.356,0.428,-9.459,0.0321,0.703,0.0,0.211,0.104,143.658,world-music
55,468274,0.388,0.566,-8.316,0.0332,0.269,1.2e-06,0.0938,0.17,144.914,world-music
41,322906,0.27,0.264,-10.597,0.033,0.224,6.1e-06,0.109,0.162,73.016,world-music
27,110000,0.321,0.0731,-40.264,0.0616,0.987,0.973,0.108,0.0313,149.98,world-music
41,206741,0.502,0.772,-6.814,0.0315,0.0446,0.0,0.714,0.528,75.024,world-music
49,239628,0.425,0.728,-4.492,0.0286,0.00468,2.62e-06,0.172,0.164,147.986,world-music
40,242626,0.498,0.927,-5.156,0.088,0.000186,0.0,0.673,0.486,145.052,world-music
46,445149,0.269,0.611,-8.364,0.0401,0.0342,0.000108,0.227,0.138,152.21,world-music
48,350480,0.322,0.666,-5.527,0.0466,0.302,0.0,0.0643,0.156,175.603,world-music
40,193875,0.48,0.853,-5.573,0.0372,0.00456,0.0,0.98,0.488,144.063,world-music
45,296672,0.236,0.503,-6.555,0.0307,0.0925,0.0,0.269,0.0688,172.203,world-music
27,87771,0.201,0.922,-32.796,0.0539,0.143,0.995,0.895,0.00398,111.492,world-music
44,390200,0.345,0.721,-6.416,0.039,0.0671,0.000437,0.126,0.16,145.962,world-music
47,182106,0.212,0.32,-10.837,0.0369,0.745,0.0,0.126,0.267,197.477,world-music
41,401960,0.435,0.956,-3.941,0.0564,0.000541,0.0,0.636,0.307,131.998,world-music
52,204800,0.422,0.336,-7.199,0.0306,0.199,0.0,0.189,0.11,108.009,world-music
49,294386,0.46,0.509,-6.997,0.0303,0.289,0.000143,0.351,0.297,115.89,world-music
44,282240,0.629,0.652,-7.429,0.0252,0.0186,0.0,0.119,0.349,102.957,world-music
40,265520,0.396,0.843,-7.077,0.0467,0.0041,2.46e-06,0.45,0.354,144.011,world-music
50,264453,0.412,0.362,-9.556,0.0272,0.412,1.49e-05,0.146,0.365,77.459,world-music
28,224480,0.605,0.948,-4.649,0.0694,0.011,4.4e-06,0.834,0.472,133.962,world-music
42,238333,0.437,0.413,-9.602,0.03,0.283,0.0,0.252,0.17,69.825,world-music
43,248986,0.575,0.863,-4.42,0.0307,0.00255,2.42e-06,0.292,0.597,120.008,world-music
43,274533,0.454,0.635,-8.286,0.0331,0.0103,0.0,0.233,0.0931,148.169,world-music
46,237986,0.362,0.83,-4.183,0.033,0.0341,0.0,0.115,0.447,179.867,world-music
57,225755,0.494,0.857,-4.042,0.0379,0.0019,7.76e-06,0.132,0.467,129.994,world-music
28,325999,0.136,0.0671,-25.522,0.0494,0.989,0.968,0.105,0.0384,72.815,world-music
27,404999,0.11,0.099,-21.924,0.0416,0.978,0.867,0.106,0.0313,80.683,world-music
47,300373,0.213,0.32,-7.086,0.0301,0.349,0.0,0.0844,0.25,80.424,world-music
45,229680,0.494,0.845,-6.214,0.068,0.084,0.0,0.101,0.261,144.979,world-music
49,567186,0.368,0.607,-5.572,0.0344,0.024,0.0,0.864,0.147,131.469,world-music
27,255900,0.637,0.719,-5.964,0.0778,0.01,1.72e-06,0.231,0.528,122.006,world-music
44,254973,0.459,0.171,-10.804,0.0348,0.846,0.0,0.106,0.168,139.866,world-music
53,273773,0.425,0.519,-9.707,0.0279,0.185,0.0,0.102,0.208,143.887,world-music
39,238903,0.292,0.327,-9.864,0.0325,0.421,0.0,0.0735,0.131,132.147,world-music
44,519626,0.343,0.572,-8.502,0.0341,0.0144,0.0,0.276,0.105,125.851,world-music
49,298681,0.416,0.392,-8.97,0.0282,0.205,0.0294,0.0833,0.0896,141.8,world-music
51,228999,0.666,0.408,-7.756,0.0285,0.743,0.0,0.11,0.324,119.955,world-music
43,267733,0.658,0.293,-8.857,0.0303,0.852,0.0,0.102,0.186,119.981,world-music
49,518679,0.375,0.681,-7.758,0.0404,0.00122,0.00265,0.632,0.0676,143.885,world-music
14,445426,0.546,0.715,-11.927,0.0459,0.621,0.000218,0.294,0.85,104.905,world-music
50,281506,0.302,0.274,-10.26,0.0353,0.947,2.28e-06,0.105,0.379,75.891,world-music
43,426699,0.203,0.331,-7.2,0.0311,0.278,0.0,0.0948,0.0546,139.449,world-music
40,354280,0.453,0.496,-6.816,0.0293,0.0631,0.00018,0.0619,0.158,135.934,world-music
38,321000,0.428,0.773,-5.181,0.0487,0.028,0.0,0.126,0.274,143.986,world-music
41,396666,0.251,0.484,-8.249,0.043,0.121,7.79e-06,0.483,0.192,136.067,world-music
52,342259,0.478,0.333,-11.441,0.0328,0.316,0.0,0.0646,0.204,74.935,world-music
43,208053,0.658,0.612,-5.132,0.0337,0.821,0.0,0.101,0.248,108.08,world-music
50,266773,0.436,0.435,-8.182,0.0368,0.326,1.56e-05,0.088,0.189,123.207,world-music
47,166666,0.651,0.887,-4.67,0.111,0.109,0.0,0.0765,0.238,107.991,world-music
50,444174,0.593,0.625,-7.11,0.0291,0.015,0.000108,0.15,0.229,127.007,world-music
52,287080,0.509,0.276,-10.406,0.0301,0.203,0.0,0.15,0.138,109.707,world-music
53,339870,0.128,0.396,-9.904,0.0342,0.0561,8.3e-06,0.0966,0.05,71.965,world-music
50,371774,0.403,0.412,-8.863,0.0286,0.0247,0.0,0.128,0.064,136.05,world-music
38,375200,0.42,0.342,-8.831,0.0297,0.392,0.0,0.107,0.09,137.97,world-music
48,254880,0.434,0.873,-3.749,0.0489,0.0234,0.0,0.323,0.365,150.077,world-music
26,64470,0.411,0.0173,-43.043,0.763,7.41e-05,0.913,0.13,0.631,77.255,world-music
53,302817,0.435,0.458,-10.148,0.0332,0.05,0.0,0.0799,0.221,137.595,world-music
43,257653,0.344,0.248,-10.553,0.0306,0.678,0.0,0.106,0.119,137.92,world-music
26,174566,0.104,0.0176,-32.272,0.0423,0.992,0.913,0.13,0.0396,90.758,world-music
26,305573,0.404,0.655,-8.001,0.034,0.0031,0.0,0.165,0.2,136.946,world-music
48,408826,0.312,0.431,-7.23,0.0296,0.191,0.00107,0.124,0.287,139.542,world-music
26,116000,0.437,0.216,-21.602,0.0522,0.957,0.936,0.0983,0.0299,120.266,world-music
50,485396,0.303,0.516,-8.518,0.0302,0.00574,0.0,0.163,0.0592,141.932,world-music
40,273558,0.475,0.772,-3.988,0.0325,0.0141,0.0,0.151,0.318,81.998,world-music
50,273066,0.427,0.549,-5.669,0.0348,0.0359,0.0,0.104,0.213,139.719,world-music
43,235599,0.406,0.121,-11.65,0.0373,0.806,0.0,0.115,0.387,118.071,world-music
26,384999,0.0899,0.118,-27.108,0.0351,0.963,0.962,0.0895,0.0602,79.274,world-music
26,364999,0.308,0.0738,-25.906,0.047,0.926,0.0488,0.106,0.0559,71.61,world-music
27,287854,0.209,0.00448,-28.345,0.0351,0.986,0.922,0.122,0.0394,70.92,world-music
41,285626,0.523,0.882,-6.634,0.042,0.00267,0.0,0.107,0.445,116.113,world-music
40,467573,0.431,0.361,-10.6,0.0247,0.587,0.0,0.129,0.15,76.851,world-music
51,378076,0.412,0.371,-8.831,0.0336,0.435,0.0,0.117,0.206,129.409,world-music
27,229653,0.676,0.941,-4.116,0.0543,0.00296,0.0,0.309,0.559,120.023,world-music
43,355102,0.461,0.45,-8.849,0.0279,0.00976,0.00046,0.122,0.0808,128.015,world-music
26,159781,0.509,0.206,-17.289,0.0803,0.992,0.9,0.187,0.342,75.057,world-music
27,375977,0.0905,0.144,-25.182,0.0401,0.984,0.959,0.122,0.0347,170.643,world-music
43,504913,0.429,0.416,-8.32,0.0283,0.0305,5.29e-05,0.107,0.0368,135.86,world-music
44,546300,0.282,0.393,-10.0,0.0324,0.0333,0.0,0.102,0.106,129.891,world-music
27,192630,0.287,0.0808,-21.822,0.0496,0.916,0.312,0.121,0.0588,62.194,world-music
26,588148,0.116,0.156,-20.382,0.0375,0.938,0.958,0.067,0.0361,76.621,world-music
44,440746,0.341,0.499,-7.397,0.0324,0.0403,0.0,0.094,0.156,126.226,world-music
43,191920,0.378,0.285,-11.503,0.0271,0.257,0.0,0.078,0.175,171.865,world-music
45,266520,0.515,0.168,-10.785,0.0321,0.828,0.0,0.104,0.169,125.558,world-music
41,241960,0.493,0.654,-6.55,0.0326,0.00639,0.0,0.337,0.0899,148.113,world-music
27,224000,0.308,0.653,-19.75,0.409,0.883,0.805,0.556,0.0377,97.168,world-music
48,234000,0.306,0.613,-5.214,0.0671,0.119,0.0,0.105,0.546,162.524,world-music
14,329200,0.516,0.623,-12.638,0.0362,0.747,0.000214,0.27,0.825,101.22,world-music
38,205520,0.324,0.524,-7.622,0.0375,0.155,0.0,0.149,0.351,124.777,world-music
43,439573,0.31,0.737,-5.427,0.0317,0.0321,1.25e-06,0.107,0.186,161.982,world-music
41,278036,0.581,0.312,-10.178,0.0281,0.486,4.78e-06,0.12,0.182,126.824,world-music
50,232656,0.444,0.642,-5.856,0.0309,0.0107,0.0,0.104,0.0831,156.875,world-music
35,238773,0.51,0.564,-7.443,0.0284,0.1,0.0,0.318,0.328,137.931,world-music
47,337453,0.405,0.678,-5.448,0.0352,0.0298,0.0,0.367,0.177,144.075,world-music
39,312506,0.355,0.453,-7.113,0.0293,0.304,0.0,0.317,0.272,146.101,world-music
48,215020,0.7,0.487,-5.437,0.0486,0.208,0.0,0.11,0.363,143.964,world-music
48,146020,0.637,0.759,-4.804,0.0809,0.0244,0.0,0.0991,0.304,98.035,world-music
38,289000,0.536,0.364,-9.82,0.0291,0.576,1.97e-06,0.154,0.275,113.875,world-music
40,479053,0.237,0.55,-7.204,0.0327,0.117,4.62e-06,0.553,0.0762,151.477,world-music
52,225506,0.405,0.617,-6.413,0.0326,0.0457,0.0,0.201,0.588,73.972,world-music
47,295064,0.422,0.377,-8.705,0.0267,0.774,0.0,0.108,0.203,135.97,world-music
27,229733,0.384,0.852,-7.162,0.0676,0.171,0.0,0.381,0.586,131.56,world-music
48,244973,0.585,0.752,-5.552,0.04,0.011,4.98e-06,0.266,0.34,119.962,world-music
42,197019,0.485,0.61,-5.759,0.0322,0.0248,0.0,0.0664,0.277,143.875,world-music
43,334533,0.366,0.499,-7.263,0.0276,0.408,0.000213,0.125,0.128,72.913,world-music
54,251695,0.471,0.846,-4.05,0.0388,0.0174,0.0,0.148,0.314,109.997,world-music
25,117000,0.363,0.0195,-28.902,0.0566,0.95,0.964,0.101,0.0317,135.756,world-music
32,241600,0.576,0.711,-8.159,0.0421,0.213,2.43e-06,0.106,0.581,95.914,world-music
