popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
24,241520,0.382,0.931,-7.296,0.0591,0.137,0.649,0.0553,0.801,105.214,afrobeat
25,285880,0.575,0.295,-19.252,0.204,0.877,0.000763,0.336,0.564,79.991,afrobeat
26,216093,0.641,0.66,-5.595,0.357,0.208,0.0,0.128,0.549,169.881,afrobeat
25,174102,0.715,0.897,-4.822,0.0635,0.432,0.0,0.15,0.839,96.891,afrobeat
24,221406,0.723,0.951,-5.076,0.0467,0.0681,0.0034,0.0478,0.762,110.076,afrobeat
24,268333,0.44,0.728,-5.895,0.0348,0.00144,0.848,0.253,0.518,136.243,afrobeat
24,262425,0.869,0.797,-4.455,0.0318,0.414,0.0,0.0852,0.973,121.996,afrobeat
23,265086,0.457,0.332,-10.365,0.0356,0.791,8.22e-06,0.102,0.305,164.096,afrobeat
24,505973,0.852,0.442,-9.292,0.0403,0.446,0.228,0.0879,0.946,107.426,afrobeat
24,319077,0.43,0.829,-9.146,0.162,0.0845,0.0,0.112,0.445,141.277,afrobeat
26,305693,0.623,0.952,-7.348,0.0391,0.241,0.0113,0.121,0.714,108.004,afrobeat
25,272466,0.659,0.736,-8.119,0.202,0.00473,0.0,0.239,0.63,96.971,afrobeat
23,428853,0.854,0.928,-7.29,0.0621,0.152,0.0189,0.0481,0.782,122.487,afrobeat
25,243617,0.623,0.66,-5.582,0.0546,0.405,1.68e-05,0.136,0.961,106.887,afrobeat
23,205511,0.646,0.701,-6.938,0.0444,0.00283,0.00146,0.0414,0.944,172.055,afrobeat
25,279376,0.588,0.745,-5.754,0.0886,0.515,0.0,0.179,0.432,95.071,afrobeat
26,364053,0.579,0.833,-9.369,0.0428,0.0785,0.165,0.221,0.732,95.838,afrobeat
26,220613,0.618,0.942,-4.511,0.13,0.0359,0.00416,0.247,0.736,170.005,afrobeat
24,209066,0.816,0.77,-5.94,0.032,0.61,0.948,0.323,0.964,127.971,afrobeat
27,348826,0.605,0.842,-9.482,0.0553,0.0133,0.664,0.341,0.39,116.151,afrobeat
26,224586,0.736,0.951,-3.983,0.0436,0.0149,0.329,0.0833,0.932,116.001,afrobeat
25,304440,0.674,0.869,-9.837,0.0398,0.374,0.154,0.089,0.813,117.999,afrobeat
27,226613,0.768,0.91,-2.398,0.0343,0.015,0.000121,0.143,0.96,123.023,afrobeat
42,183779,0.974,0.922,-3.983,0.174,0.0974,1.08e-06,0.0978,0.657,127.989,afrobeat
71,189866,0.675,0.588,-7.168,0.177,0.789,0.0,0.95,0.879,79.989,afrobeat
12,255227,0.782,0.922,-4.028,0.0497,0.00655,0.0118,0.0728,0.761,104.015,afrobeat
43,470837,0.648,0.874,-5.851,0.0342,0.0104,0.932,0.107,0.339,101.994,afrobeat
45,386160,0.7,0.756,-10.714,0.0575,0.00182,0.711,0.0575,0.944,114.28,afrobeat
55,143120,0.382,0.507,-8.179,0.0323,0.787,0.0124,0.235,0.494,135.787,afrobeat
23,159008,0.678,0.634,-6.606,0.274,0.656,0.0,0.31,0.574,159.682,afrobeat
49,264306,0.831,0.835,-3.768,0.142,0.128,0.00227,0.134,0.8,114.997,afrobeat
23,146813,0.72,0.73,-6.385,0.0814,0.28,0.276,0.0392,0.773,93.414,afrobeat
22,240680,0.729,0.807,-5.803,0.0916,0.117,2.93e-05,0.072,0.488,98.969,afrobeat
23,100146,0.701,0.715,-7.829,0.0451,0.313,0.958,0.0418,0.774,139.733,afrobeat
23,173871,0.337,0.623,-5.735,0.182,0.162,0.0,0.0817,0.461,56.499,afrobeat
22,286876,0.863,0.687,-9.997,0.16,0.0575,6.84e-05,0.0472,0.77,133.901,afrobeat
22,237599,0.662,0.93,-7.483,0.0378,0.176,0.0,0.112,0.954,125.014,afrobeat
57,252000,0.542,0.869,-6.18,0.0954,0.225,0.891,0.0453,0.962,190.509,afrobeat
51,194293,0.839,0.233,-13.539,0.0413,0.745,0.747,0.105,0.777,125.597,afrobeat
23,276970,0.518,0.649,-7.188,0.045,0.112,0.162,0.191,0.683,180.202,afrobeat
23,186648,0.711,0.811,-5.59,0.127,0.122,7.09e-06,0.0775,0.417,100.065,afrobeat
22,211500,0.647,0.688,-8.47,0.0308,0.0145,0.077,0.0998,0.395,123.996,afrobeat
21,301259,0.879,0.731,-9.609,0.0715,0.0584,0.455,0.0595,0.945,119.997,afrobeat
25,251413,0.693,0.569,-9.466,0.0303,0.62,0.857,0.157,0.626,130.011,afrobeat
22,69942,0.483,0.887,-8.489,0.924,0.977,0.000231,0.292,0.613,74.325,afrobeat
21,181655,0.589,0.827,-6.01,0.0337,0.0239,0.154,0.174,0.911,117.74,afrobeat
24,407295,0.625,0.703,-5.571,0.132,0.172,0.00493,0.174,0.487,114.113,afrobeat
23,268040,0.566,0.621,-5.62,0.0263,0.00773,0.0323,0.257,0.402,150.033,afrobeat
22,201013,0.683,0.83,-5.994,0.0504,0.54,0.629,0.0595,0.883,127.237,afrobeat
0,216071,0.503,0.886,-5.085,0.101,0.0251,8.98e-05,0.304,0.587,133.931,afrobeat
23,321160,0.537,0.619,-11.404,0.0339,0.101,0.887,0.582,0.897,119.222,afrobeat
23,201400,0.781,0.848,-9.61,0.0898,0.0276,0.767,0.0472,0.641,109.49,afrobeat
23,222040,0.749,0.391,-16.177,0.0767,0.603,3.66e-06,0.116,0.351,96.035,afrobeat
23,323291,0.44,0.742,-5.234,0.124,0.227,0.000159,0.399,0.368,129.169,afrobeat
22,248520,0.742,0.577,-6.253,0.0434,0.669,1.02e-06,0.117,0.704,144.011,afrobeat
22,361160,0.738,0.709,-6.431,0.0478,0.00267,0.0196,0.135,0.851,104.987,afrobeat
22,105360,0.666,0.528,-6.618,0.082,0.752,1.02e-05,0.0897,0.532,133.916,afrobeat
22,302341,0.886,0.646,-11.349,0.0825,0.00475,0.0215,0.0615,0.936,125.007,afrobeat
23,214306,0.571,0.845,-6.674,0.0837,0.0484,0.734,0.139,0.586,128.627,afrobeat
22,206760,0.815,0.768,-5.136,0.091,0.731,0.0,0.0877,0.76,111.077,afrobeat
24,142226,0.558,0.778,-6.747,0.0304,0.000658,0.663,0.134,0.385,131.049,afrobeat
25,206093,0.688,0.948,-4.961,0.074,0.0334,0.0,0.307,0.957,126.703,afrobeat
23,237180,0.665,0.792,-4.255,0.0521,0.317,0.0,0.279,0.945,121.831,afrobeat
23,271080,0.677,0.268,-20.8,0.22,0.817,0.152,0.694,0.62,151.64,afrobeat
25,205520,0.875,0.684,-6.257,0.0607,0.0284,3.55e-05,0.206,0.926,115.031,afrobeat
23,431640,0.734,0.444,-10.782,0.0523,0.489,0.941,0.626,0.624,136.305,afrobeat
20,256000,0.697,0.878,-7.686,0.0601,0.0557,0.000552,0.0918,0.751,102.012,afrobeat
23,182493,0.528,0.862,-7.348,0.0349,0.182,0.000103,0.0421,0.844,110.192,afrobeat
22,361001,0.424,0.754,-6.66,0.0327,0.0799,1.27e-06,0.105,0.883,100.955,afrobeat
22,96524,0.454,0.98,-7.526,0.382,0.0972,0.979,0.115,0.348,161.12,afrobeat
25,197600,0.532,0.93,-5.064,0.0966,0.0136,0.000119,0.496,0.785,169.997,afrobeat
7,427160,0.858,0.912,-8.237,0.0622,0.173,0.0254,0.0448,0.798,122.496,afrobeat
23,225933,0.695,0.385,-12.691,0.0309,0.509,0.0172,0.0709,0.26,120.149,afrobeat
40,155468,0.787,0.751,-5.288,0.0621,0.394,0.000193,0.11,0.834,105.003,afrobeat
27,229480,0.731,0.831,-7.615,0.0366,0.0132,0.000148,0.0338,0.973,120.919,afrobeat
38,260220,0.858,0.634,-5.085,0.0498,0.406,0.0,0.0697,0.824,105.018,afrobeat
51,180226,0.63,0.735,-7.682,0.0346,0.464,0.8,0.0817,0.727,106.589,afrobeat
21,131395,0.71,0.615,-7.143,0.24,0.0207,9.14e-05,0.428,0.605,95.0,afrobeat
21,255122,0.699,0.493,-8.809,0.227,0.0737,2.39e-05,0.0669,0.528,140.029,afrobeat
45,318785,0.537,0.501,-11.22,0.093,0.0684,0.00366,0.0753,0.914,93.849,afrobeat
12,238906,0.589,0.427,-13.527,0.0295,0.804,0.905,0.124,0.376,99.648,afrobeat
49,368539,0.549,0.254,-14.48,0.0416,0.962,0.931,0.0994,0.541,81.484,afrobeat
12,365173,0.431,0.328,-17.312,0.0327,0.503,0.00107,0.347,0.695,90.316,afrobeat
22,181520,0.594,0.614,-10.175,0.0553,0.00298,0.712,0.0739,0.825,159.94,afrobeat
21,219768,0.534,0.847,-8.527,0.0842,0.316,0.436,0.101,0.852,119.205,afrobeat
21,207986,0.887,0.568,-10.146,0.194,0.263,0.00285,0.0951,0.127,127.923,afrobeat
21,267091,0.613,0.9,-8.293,0.0507,0.00838,0.253,0.0641,0.664,121.032,afrobeat
22,266000,0.738,0.355,-15.786,0.0595,0.292,0.00155,0.256,0.705,154.019,afrobeat
22,220000,0.59,0.613,-9.547,0.0347,0.394,0.277,0.361,0.868,147.171,afrobeat
21,232800,0.753,0.514,-8.159,0.055,0.474,0.00147,0.184,0.65,120.073,afrobeat
22,245708,0.536,0.702,-5.748,0.0679,0.2,0.0,0.147,0.711,82.83,afrobeat
22,288933,0.54,0.797,-10.777,0.0617,0.434,0.165,0.12,0.935,128.291,afrobeat
21,275433,0.876,0.72,-9.916,0.102,0.032,0.000164,0.0431,0.901,132.984,afrobeat
21,192000,0.723,0.636,-10.265,0.25,0.3,2.37e-05,0.144,0.813,79.958,afrobeat
22,65026,0.329,0.84,-9.316,0.0662,0.222,0.837,0.148,0.962,174.761,afrobeat
21,290693,0.586,0.827,-6.044,0.0453,0.00549,0.888,0.0435,0.809,167.962,afrobeat
21,240000,0.81,0.858,-3.704,0.0696,0.12,4.2e-05,0.0771,0.69,110.993,afrobeat
22,224281,0.776,0.673,-6.067,0.0666,0.427,0.486,0.261,0.617,141.032,afrobeat
23,212493,0.651,0.371,-8.62,0.0258,0.56,1.13e-05,0.112,0.589,78.718,afrobeat
20,282093,0.76,0.35,-9.481,0.0336,0.0263,0.868,0.0767,0.31,141.988,afrobeat
23,249333,0.4,0.471,-9.494,0.0641,0.193,0.00031,0.131,0.0765,64.502,afrobeat
24,237026,0.658,0.715,-7.416,0.269,0.0174,0.0,0.306,0.543,189.895,afrobeat
22,249151,0.727,0.517,-6.88,0.0612,0.26,0.0,0.134,0.529,127.932,afrobeat
21,136773,0.587,0.716,-7.943,0.0308,0.157,0.921,0.641,0.874,81.689,afrobeat
22,231493,0.7,0.344,-20.913,0.477,0.862,0.00386,0.138,0.473,89.845,afrobeat
21,240026,0.783,0.506,-14.552,0.0651,0.952,0.918,0.0676,0.397,117.147,afrobeat
22,165040,0.542,0.517,-8.13,0.0266,0.0159,0.322,0.13,0.326,66.552,afrobeat
22,344840,0.445,0.833,-7.373,0.0279,0.00256,0.736,0.167,0.652,116.012,afrobeat
21,168000,0.746,0.83,-4.983,0.0919,0.0901,0.00118,0.0796,0.364,100.015,afrobeat
22,336000,0.764,0.681,-7.947,0.0366,0.015,0.00336,0.114,0.807,123.986,afrobeat
25,240200,0.771,0.968,-6.142,0.0584,0.288,0.0,0.0809,0.756,93.984,afrobeat
22,225826,0.471,0.864,-5.079,0.0383,0.000394,0.843,0.0526,0.486,119.095,afrobeat
21,215322,0.709,0.868,-6.436,0.0486,0.428,0.814,0.131,0.693,118.125,afrobeat
21,156721,0.618,0.491,-9.164,0.0893,0.41,0.000399,0.104,0.659,89.827,afrobeat
21,140280,0.723,0.782,-5.127,0.0345,0.738,0.0128,0.0864,0.98,167.865,afrobeat
21,444159,0.763,0.871,-8.779,0.055,0.0238,0.14,0.438,0.618,101.199,afrobeat
24,185573,0.823,0.93,-4.663,0.257,0.419,0.00734,0.0519,0.487,105.017,afrobeat
21,202568,0.875,0.722,-5.276,0.0555,0.0772,7.37e-05,0.112,0.552,117.997,afrobeat
22,478197,0.617,0.868,-7.344,0.0404,0.554,0.559,0.0738,0.913,122.883,afrobeat
21,223226,0.528,0.967,-8.212,0.0634,0.0143,0.429,0.361,0.725,128.446,afrobeat
23,262040,0.458,0.885,-4.31,0.0582,0.00259,0.00305,0.325,0.826,195.646,afrobeat
24,236706,0.704,0.728,-10.712,0.0666,0.491,0.7,0.391,0.509,92.228,afrobeat
23,127960,0.549,0.704,-7.025,0.0399,0.58,0.0222,0.13,0.112,133.986,afrobeat
43,194063,0.728,0.719,-4.201,0.0459,0.477,0.0,0.0713,0.719,107.95,afrobeat
21,223092,0.656,0.508,-10.105,0.0956,0.295,0.505,0.0857,0.585,194.015,afrobeat
10,523453,0.725,0.266,-15.384,0.0403,0.828,0.000531,0.303,0.617,86.727,afrobeat
20,375095,0.643,0.787,-5.843,0.316,0.339,0.0,0.34,0.747,140.279,afrobeat
20,259660,0.615,0.704,-7.582,0.0922,0.331,0.0,0.156,0.489,100.019,afrobeat
20,153103,0.788,0.499,-9.061,0.185,0.205,0.0139,0.234,0.612,97.977,afrobeat
48,432963,0.892,0.708,-9.041,0.0782,0.0395,0.00147,0.0335,0.949,127.002,afrobeat
20,242355,0.821,0.769,-9.618,0.412,0.0299,0.0,0.0718,0.606,123.904,afrobeat
20,96733,0.664,0.854,-10.352,0.0442,0.388,0.912,0.18,0.961,107.855,afrobeat
20,175072,0.55,0.557,-6.875,0.0987,0.0623,0.000231,0.154,0.439,111.383,afrobeat
20,196421,0.714,0.613,-10.434,0.0732,0.0479,5.08e-06,0.264,0.964,93.969,afrobeat
22,305440,0.734,0.783,-7.379,0.154,0.0692,0.00323,0.563,0.767,183.918,afrobeat
21,172695,0.655,0.62,-7.736,0.0394,0.75,0.615,0.191,0.763,97.513,afrobeat
20,187547,0.709,0.594,-5.642,0.271,0.367,0.0227,0.0796,0.879,189.916,afrobeat
20,188920,0.615,0.694,-10.525,0.0312,0.287,0.826,0.121,0.745,135.861,afrobeat
21,232240,0.5,0.778,-5.025,0.0742,0.0422,1.2e-06,0.116,0.514,75.145,afrobeat
21,162652,0.716,0.752,-6.036,0.0781,0.0569,0.0,0.211,0.776,118.591,afrobeat
20,146311,0.804,0.625,-7.852,0.0823,0.488,0.000732,0.117,0.766,99.914,afrobeat
21,155479,0.634,0.664,-7.014,0.0339,0.216,0.898,0.211,0.872,130.962,afrobeat
20,306733,0.739,0.88,-5.531,0.0723,0.59,0.811,0.198,0.783,115.967,afrobeat
22,262586,0.648,0.68,-9.002,0.105,0.549,9.98e-06,0.0417,0.959,115.9,afrobeat
20,297665,0.343,0.886,-3.107,0.0313,0.000273,0.000233,0.19,0.828,192.492,afrobeat
22,160800,0.447,0.826,-6.556,0.0504,0.0226,0.876,0.232,0.685,105.475,afrobeat
22,125306,0.745,0.93,-4.826,0.119,0.334,0.00235,0.153,0.96,154.929,afrobeat
20,161000,0.799,0.606,-10.782,0.113,0.439,8.24e-06,0.168,0.845,114.941,afrobeat
21,221893,0.712,0.225,-10.017,0.0533,0.93,0.001,0.123,0.429,87.52,afrobeat
20,258120,0.805,0.812,-5.43,0.0925,0.0318,0.000998,0.0804,0.748,122.003,afrobeat
20,247533,0.843,0.805,-7.029,0.0381,0.0403,0.712,0.0755,0.914,116.002,afrobeat
20,283645,0.701,0.722,-7.221,0.11,0.0407,0.00188,0.0769,0.848,179.938,afrobeat
23,257071,0.589,0.675,-9.321,0.0332,0.515,0.285,0.0914,0.748,119.792,afrobeat
21,192013,0.743,0.962,-3.922,0.0508,0.127,2.65e-05,0.321,0.872,108.602,afrobeat
24,246960,0.76,0.662,-8.879,0.227,0.0119,0.000343,0.743,0.835,142.012,afrobeat
20,369226,0.79,0.711,-8.014,0.0486,0.221,0.0693,0.0998,0.861,110.063,afrobeat
20,350640,0.829,0.448,-9.673,0.0427,0.34,0.000878,0.0873,0.749,103.306,afrobeat
20,171600,0.695,0.751,-4.966,0.0443,0.441,8.84e-05,0.132,0.701,111.96,afrobeat
22,158760,0.571,0.877,-9.563,0.0342,0.344,0.922,0.166,0.814,120.907,afrobeat
22,136000,0.715,0.635,-9.616,0.0471,0.0241,0.191,0.276,0.956,79.255,afrobeat
21,239866,0.393,0.616,-7.564,0.0428,0.0444,0.0,0.152,0.275,97.458,afrobeat
22,266200,0.677,0.902,-7.584,0.0373,0.016,0.00114,0.285,0.893,111.925,afrobeat
22,177253,0.509,0.511,-11.24,0.0294,0.0238,0.913,0.0748,0.611,116.851,afrobeat
20,300760,0.553,0.847,-5.1,0.0366,0.0176,0.621,0.0668,0.795,159.896,afrobeat
23,257640,0.791,0.642,-8.502,0.182,0.0213,0.000279,0.356,0.477,94.585,afrobeat
21,177738,0.517,0.858,-5.168,0.103,0.132,0.0,0.092,0.55,100.04,afrobeat
23,235186,0.671,0.898,-6.861,0.0771,0.11,2.61e-05,0.117,0.875,92.953,afrobeat
22,276906,0.539,0.372,-8.864,0.0304,0.853,0.0299,0.106,0.313,147.078,afrobeat
22,312419,0.808,0.841,-5.99,0.048,0.402,0.00048,0.185,0.891,106.477,afrobeat
23,266432,0.791,0.835,-6.807,0.0584,0.0223,0.234,0.0506,0.8,140.027,afrobeat
22,117733,0.752,0.451,-9.922,0.0544,0.368,0.396,0.124,0.886,81.468,afrobeat
21,211576,0.722,0.904,-5.661,0.157,0.451,1.19e-06,0.0949,0.783,93.94,afrobeat
21,152372,0.682,0.815,-7.55,0.062,0.528,0.0,0.0995,0.964,106.068,afrobeat
63,217146,0.761,0.488,-7.326,0.043,0.199,0.00236,0.0864,0.682,100.024,afrobeat
48,165735,0.503,0.733,-7.272,0.188,0.676,0.809,0.0983,0.377,167.935,afrobeat
9,296093,0.581,0.709,-13.307,0.0436,0.0268,0.232,0.0398,0.816,132.096,afrobeat
53,216080,0.851,0.414,-8.518,0.0314,0.0498,0.00135,0.11,0.581,102.807,afrobeat
46,193000,0.675,0.681,-7.458,0.0364,0.481,0.0232,0.225,0.604,97.442,afrobeat
49,221720,0.82,0.473,-7.3,0.0454,0.293,0.861,0.136,0.645,120.066,afrobeat
40,191213,0.366,0.91,-6.157,0.0415,0.00119,0.834,0.101,0.322,92.94,afrobeat
20,228115,0.703,0.859,-3.991,0.0752,0.222,0.0,0.174,0.867,82.069,afrobeat
42,224208,0.795,0.719,-4.791,0.0642,0.115,0.0051,0.0525,0.958,110.02,afrobeat
47,306360,0.676,0.769,-10.142,0.0535,0.00545,0.0256,0.131,0.891,117.733,afrobeat
20,246596,0.631,0.703,-6.242,0.226,0.0209,0.0,0.267,0.611,90.066,afrobeat
20,220550,0.484,0.783,-7.923,0.0313,0.0119,0.899,0.103,0.77,164.006,afrobeat
20,195891,0.778,0.76,-6.408,0.044,0.521,0.0747,0.175,0.895,122.108,afrobeat
11,328826,0.514,0.532,-17.026,0.0936,0.712,0.00523,0.0816,0.553,113.821,afrobeat
19,187000,0.723,0.558,-7.514,0.027,0.344,1.4e-06,0.115,0.547,103.983,afrobeat
48,160948,0.777,0.598,-13.803,0.0412,0.023,0.89,0.106,0.684,100.007,afrobeat
21,271189,0.413,0.744,-9.798,0.0694,0.24,0.602,0.109,0.963,88.561,afrobeat
20,177272,0.79,0.502,-8.194,0.125,0.237,2.03e-05,0.22,0.59,87.996,afrobeat
19,320058,0.809,0.677,-4.825,0.0335,0.166,0.92,0.0542,0.875,110.001,afrobeat
19,195000,0.668,0.612,-7.168,0.219,0.0712,0.0,0.105,0.722,82.861,afrobeat
19,226095,0.572,0.73,-12.687,0.0392,8.14e-05,0.822,0.105,0.815,129.706,afrobeat
21,78390,0.548,0.691,-8.069,0.0404,0.917,0.00683,0.338,0.92,145.933,afrobeat
21,333986,0.688,0.897,-5.623,0.0311,0.467,0.706,0.0332,0.942,113.784,afrobeat
21,215800,0.785,0.862,-7.252,0.059,0.016,0.947,0.108,0.682,106.052,afrobeat
20,214272,0.82,0.788,-5.81,0.0392,0.0599,1.52e-05,0.222,0.8,122.712,afrobeat
19,208013,0.734,0.463,-9.349,0.0395,0.695,0.000153,0.112,0.828,85.988,afrobeat
21,213666,0.783,0.864,-8.554,0.0388,0.00106,0.868,0.166,0.687,104.356,afrobeat
20,224880,0.658,0.718,-8.128,0.076,0.0446,0.0036,0.2,0.514,80.112,afrobeat
19,210280,0.787,0.385,-7.672,0.0566,0.0194,0.879,0.208,0.448,86.456,afrobeat
20,241375,0.7,0.713,-9.615,0.0357,0.834,0.936,0.106,0.934,83.493,afrobeat
21,189386,0.705,0.435,-12.185,0.0927,0.597,0.00149,0.933,0.535,124.705,afrobeat
21,224568,0.517,0.834,-6.918,0.0676,0.13,0.627,0.0894,0.871,113.778,afrobeat
21,243186,0.795,0.727,-9.737,0.0494,0.155,0.0112,0.131,0.826,108.036,afrobeat
23,240466,0.739,0.854,-3.464,0.0738,0.133,8.09e-06,0.16,0.792,126.39,afrobeat
19,226642,0.806,0.685,-5.217,0.0578,0.0521,0.0,0.0662,0.967,104.011,afrobeat
21,172506,0.507,0.905,-7.304,0.0629,0.0967,0.431,0.369,0.579,97.327,afrobeat
22,206349,0.648,0.855,-6.381,0.0487,0.0218,0.0472,0.172,0.698,148.022,afrobeat
21,257906,0.585,0.6,-4.554,0.0605,0.603,3.9e-06,0.126,0.816,85.91,afrobeat
20,190546,0.845,0.849,-5.77,0.163,0.711,0.0,0.329,0.808,106.873,afrobeat
22,218106,0.442,0.804,-9.555,0.0806,0.0115,0.854,0.162,0.589,150.144,afrobeat
19,198722,0.663,0.478,-8.649,0.0279,0.114,0.000515,0.124,0.386,149.957,afrobeat
22,299400,0.759,0.914,-7.616,0.0374,0.0186,0.803,0.342,0.727,109.998,afrobeat
21,208026,0.481,0.442,-20.759,0.868,0.507,0.0139,0.983,0.709,151.445,afrobeat
21,239693,0.622,0.797,-8.958,0.0312,0.117,0.909,0.16,0.795,114.822,afrobeat
19,306200,0.717,0.777,-4.229,0.0744,0.239,0.725,0.162,0.792,101.941,afrobeat
22,128973,0.573,0.995,-3.365,0.0621,0.116,0.972,0.176,0.921,98.171,afrobeat
22,394840,0.795,0.63,-9.01,0.1,0.119,3.42e-05,0.0663,0.343,93.006,afrobeat
21,208885,0.803,0.661,-10.578,0.0369,0.544,0.402,0.0563,0.96,140.018,afrobeat
20,212493,0.937,0.5,-11.622,0.198,0.544,0.861,0.104,0.711,101.665,afrobeat
22,263320,0.75,0.932,-5.68,0.0718,0.00341,0.0823,0.344,0.82,124.012,afrobeat
70,234133,0.748,0.538,-9.943,0.222,0.159,1.62e-06,0.167,0.779,124.974,afrobeat
51,311866,0.86,0.41,-13.625,0.0473,0.306,0.000669,0.0424,0.653,98.269,afrobeat
41,230505,0.751,0.697,-3.45,0.111,0.372,0.0,0.149,0.879,125.924,afrobeat
10,248986,0.599,0.364,-12.63,0.0333,0.787,0.0658,0.0614,0.697,81.317,afrobeat
53,359213,0.836,0.709,-9.135,0.0352,0.154,0.392,0.0894,0.969,145.952,afrobeat
41,745653,0.672,0.942,-5.145,0.186,0.386,0.0142,0.384,0.574,131.45,afrobeat
50,243693,0.595,0.765,-8.626,0.0574,0.056,0.851,0.169,0.736,149.58,afrobeat
42,192404,0.536,0.632,-10.067,0.0641,0.599,0.921,0.159,0.566,117.796,afrobeat
20,170026,0.831,0.658,-12.597,0.054,0.415,0.0297,0.148,0.961,116.698,afrobeat
19,245818,0.806,0.716,-5.483,0.081,0.14,0.892,0.182,0.87,124.778,afrobeat
19,189920,0.814,0.824,-9.559,0.036,0.219,0.898,0.0869,0.902,129.01,afrobeat
19,288733,0.794,0.736,-5.008,0.0872,0.27,0.000972,0.0734,0.872,126.032,afrobeat
19,323278,0.843,0.801,-8.712,0.0385,0.0195,0.116,0.12,0.908,116.017,afrobeat
21,198466,0.793,0.913,-3.816,0.116,0.324,3.25e-06,0.092,0.533,108.013,afrobeat
19,209723,0.555,0.904,-7.099,0.0543,0.0734,0.0178,0.307,0.932,146.4,afrobeat
19,168030,0.811,0.37,-10.857,0.238,0.369,0.433,0.108,0.549,112.012,afrobeat
22,291373,0.61,0.808,-5.957,0.0549,0.0952,0.44,0.362,0.556,137.086,afrobeat
21,274720,0.642,0.673,-9.835,0.0497,0.404,0.000119,0.139,0.835,93.881,afrobeat
19,204853,0.599,0.907,-5.236,0.0299,0.101,0.394,0.285,0.866,122.843,afrobeat
19,295333,0.756,0.629,-8.176,0.0348,0.608,2.93e-05,0.0976,0.932,156.029,afrobeat
22,201080,0.806,0.561,-6.081,0.0556,0.0517,0.0102,0.7,0.808,135.02,afrobeat
19,301617,0.705,0.83,-9.266,0.0946,0.0659,0.00445,0.078,0.602,119.099,afrobeat
21,244560,0.58,0.549,-12.382,0.0379,0.166,0.000344,0.0907,0.629,144.091,afrobeat
19,167293,0.73,0.736,-6.807,0.0404,0.763,0.00369,0.119,0.937,139.961,afrobeat
19,185864,0.744,0.863,-4.424,0.0375,0.0242,0.000183,0.151,0.676,132.983,afrobeat
19,280546,0.751,0.882,-7.125,0.0603,0.00323,0.875,0.137,0.872,122.037,afrobeat
21,246013,0.578,0.49,-7.965,0.0343,0.0929,5.72e-05,0.119,0.72,150.016,afrobeat
19,479204,0.633,0.79,-7.266,0.102,0.42,0.473,0.064,0.867,127.623,afrobeat
19,287026,0.778,0.871,-6.088,0.0366,0.35,0.00915,0.0628,0.961,123.06,afrobeat
21,220280,0.647,0.798,-9.506,0.0384,0.125,0.0132,0.819,0.906,109.897,afrobeat
21,226515,0.815,0.925,-6.041,0.103,0.0594,0.0,0.128,0.898,116.057,afrobeat
23,216933,0.739,0.886,-5.927,0.12,0.553,0.0112,0.307,0.814,145.02,afrobeat
21,227986,0.683,0.852,-4.568,0.0654,0.179,0.00309,0.296,0.635,108.033,afrobeat
19,341765,0.332,0.786,-8.419,0.045,0.00182,0.00185,0.142,0.724,143.4,afrobeat
22,201746,0.746,0.722,-5.389,0.0545,0.031,0.0,0.641,0.889,138.153,afrobeat
19,432213,0.698,0.63,-8.342,0.0496,0.239,0.519,0.087,0.855,100.014,afrobeat
20,301133,0.389,0.672,-8.768,0.0688,0.302,0.79,0.345,0.584,173.954,afrobeat
20,230225,0.307,0.68,-4.153,0.074,0.58,2.05e-06,0.102,0.224,74.151,afrobeat
22,226146,0.735,0.92,-7.772,0.269,0.0104,3.2e-05,0.699,0.68,154.988,afrobeat
19,262000,0.694,0.731,-5.111,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,afrobeat
21,190066,0.853,0.607,-7.932,0.138,0.00186,0.00339,0.0897,0.187,104.984,afrobeat
20,560280,0.616,0.838,-6.462,0.0562,0.279,0.00596,0.124,0.849,145.936,afrobeat
20,145253,0.463,0.996,-6.017,0.0821,0.000356,0.847,0.139,0.671,182.069,afrobeat
23,221266,0.644,0.883,-8.481,0.0884,0.638,2.58e-05,0.0952,0.783,104.159,afrobeat
19,373515,0.852,0.699,-9.888,0.0717,0.104,0.0129,0.0767,0.941,123.018,afrobeat
20,179866,0.851,0.498,-7.259,0.0427,0.741,0.888,0.162,0.896,129.1,afrobeat
22,226333,0.727,0.897,-6.356,0.0422,0.0159,0.00999,0.286,0.897,135.087,afrobeat
22,416133,0.735,0.681,-7.757,0.316,0.673,0.0,0.0584,0.968,90.003,afrobeat
21,260877,0.501,0.963,-3.768,0.265,0.0516,0.0,0.307,0.656,165.128,afrobeat
21,238811,0.561,0.561,-6.909,0.044,0.77,9.3e-05,0.188,0.701,106.187,afrobeat
0,174146,0.479,0.719,-7.075,0.109,0.214,4.85e-05,0.166,0.699,113.017,afrobeat
41,369529,0.489,0.557,-6.027,0.0379,0.0329,0.0,0.208,0.11,135.907,afrobeat
18,226586,0.637,0.671,-6.762,0.231,0.0869,0.0,0.665,0.593,97.602,afrobeat
43,213749,0.524,0.65,-7.307,0.0415,0.0954,0.00655,0.126,0.826,107.493,afrobeat
